text;label;note
"In Atlanta during the FIFA World Cup match between Spain and Cape Verde, a heartwarming moment unfolded when a Spain fan noticed a Cape Verde supporter and gestured asking if he wanted to swap jerseys. The Cape Verde fan enthusiastically agreed, and the two exchanged shirts before sharing a long hug

Football is amazing
How can you not be romantic about baseball football
Call the trophy a hunk of metal.";Human-Interest/Color;(jersey swap) is a clean Human-Interest match per your own template.
"Roberto Martinez on not taking out Cristiano Ronaldo ""It makes no sense to get the best goal scorer in world football out in a game that you need goals.""

Keep that energy for 2 more matches please
Most likely scores
Oof yeah I’m terrified he finds his form after a couple of matches lol";Drive-By Drop;
"Unbelievable scenes in DR Congo after their draw against Portugal

This is what its all about man
My country Saint Lucia won their first medal at the Olympic and it was a gold!
Just like the Olympics, we look at the duel between China and the USA but way behind";Human-Interest/Color;
"[FotMob] After going winless in their last seven games (1D 6L) Ghana win their opening World Cup game for only the 2nd time ever

The last time they won their opening game was against Serbia in 2010, also 1-0
was that the luis suarez hand ball game?
Yup";Analytical/Speculative Take;
"Ghana penalty shout vs Panama (66')

Again, very weak for a penalty, but I don't really know what the defender is doing.
I thinks he's just trying to stay balanced and keep his feet.
Stepping on the attacker’s heel";Analytical/Speculative Take;
"Kane blocks a shot from Croatia 90+5'

Ballon d’Or agenda off to a good start
Kane, who voted Messi (Fifa The Best) even when considering only his Inter Miami performance, is gonna pull a João Pedro and unfairly lose the Ballon d'Or to his hero
Man I swear, no matter what Messi does if he wins the BdOr again I will be so angry. Might as well throw the award into the trash by that point and call it the ""who played well at the World Cup and is called Messi award"".";Analytical/Speculative Take;
"Jiovany Ramos (Panama) great clearance against Ghana 66'

A real slugfest, innit?
That’s a heroic challenge wow
the panamanian Ramos";Drive-By Drop;
"England [2] - 1 Croatia - H. Kane 42' - r/soccer

Dire defending. Of all the people to leave unmarked...
Lets leave Harry Kane unmarked in the box ... what's the worse that could happen?
2-1, lol";Analytical/Speculative Take;
"The Saudi national team also cleaned up their locker room after the match vs. Uruguay this morning.

That's a nice dressing room
This is even one of the more mediocre ones you'll see in NFL stadiums.
This is one of the things I like about the US, everything is bigger and more spacious there lol";Drive-By Drop;
"Real Madrid set to approach Chelsea over Enzo Fernandez as they assess midfield options. Chelsea’s asking price is £120m days after losing Cucurella

They’re building the most rage baiter team in the world.
Enzo, Cucurella, Mourinho, my boy Vini, Mbappe, fucking hell. What's next? Dibu Martinez? Simeone co-coaching with Mou? Zlatan as PR representative?
Bernardo Silva";Drive-By Drop;
"England [3] - 2 Croatia - Jude Bellingham 47'

Tf did Tuchel say to them lol
It was just a gun on a table in the dressing room
Welcome to Texas";Drive-By Drop;
"England 1 - [1] Croatia - M. Baturina 36'

My boy Sucic sent Stones for a swim
Stones should be in the beach for a swim, brudda has no job being on the England squad with 5 games in the season let alone the starting line up.
Yeah lmao TT is doubling down on taking stones over slabhead and it’s going about as well as expected.";Analytical/Speculative Take;
"Portugal completed 700+ passes for 1 shot on target
0.69(lol)xG with 75% possession
Damn, people deservedly laughed at us (Spain) but we did have legit chances.
If still be laughing if it wasn't for Portugal.";Analytical/Speculative Take;
"Dominik Livaković (Croatia) triple save vs England 56' : r/soccer
Croatia's defence has fallen asleep and England's taken performance-enhancing drugs
It's called bovril and it's completely legal
fuck you bovver you miserable cunt";Drive-By Drop;
"Gary Lineker reacts to Harry Kane tying his record as England’s all-time leading World Cup scorer : r/soccer
Yeeeeee!! (fuming)
Dave. Walker.
Listen, fair play.";Drive-By Drop;
"Panama penalty shout against Ghana 34' : r/soccer
Pen imo but not a stonewall
Ref saying it’s a push with his shoulder is crazy tough
Cos it was.";Analytical/Speculative Take;
"Ngal'ayel Mukau (starter for DR Congo) when asked if they had a 'special plan' to stop Cristiano Ronaldo: ""To be honest, not really, because we know he's not the same as before... he's a bit older now. Still, one of the greatest to ever play the game, much respect to him!"" : r/soccer

I love players who havent been media coached to death.

He remembered his media training half way through his answer.

He was actually pretty respectful despite the dumb question to get a juicy soundbite.";Human-Interest/Color;
"Ronaldo Nazário: “It’s time for the world to stop hiding and accept the fact that Messi is the greatest of all time.” : r/soccer

Ronaldinho saw this the first time he saw Messi.

It really is crazy during the peak of his career he told everyone ‘best in the world? I’m not even the best at Barcelona’

That Kobe Bryant and Ronaldinho story really summed up how special Messi was. You had Ronaldinho say that shit at the peak of his career about a kid??";Human-Interest/Color;
"Caleb Yirenkyi yellow card vs Panama 16' : r/soccer

Normally these are only posted if someone thinks it’s a red or unfair yellow, and I see neither of those being the case.

It was a clear yellow for preventing a counter attacking chance.

All ball ref";Analytical/Speculative Take;
"[L'Equipe] Jürgen Klopp: ""Football is being held hostage by executives in air-conditioned offices. These so-called 'cooling breaks' were sold to us as a shield for the players' well-being, a noble sword against the heat. But in reality? It's nothing more than a gilded cage built for sponsors."" : r/soccer

Should only make sense if it's actually hot.

They are doing it in Vancouver as well. In a closed roof stadium (the roof can be opened but aren’t for some reason).

And kickoff tonight is at 9pm local time...";Analytical/Speculative Take;(Klopp on cooling breaks) is Analytical because the replies build out his claim with specific facts (closed roof not opened, 9pm kickoff) rather than just reacting to the quote.
"Asare save against Panama 2' : r/soccer

Magical save

Correction - Ati-Zigi, not Asare

What a save";Drive-By Drop;
"Jordan fans watching yesterday's match v Austria at a Roman amphitheatre : r/soccer

Nice image for a 2000 years old screen.

Were they not entertained!?

The dreaded amphitheater curse";Human-Interest/Color;
"Toronto World Cup watch party ended early over ‘ Safety concerns ’ during Argentina win : r/soccer

People setting off fireworks and flares

Are there that many Argentinians in Toronto?

In any number of people there's a certain percentage that will do the dumbest thing possible";Drive-By Drop;
"Scenes in Kinshasa after DR Congo scored their first ever World Cup goal : r/soccer

absolutely deserved point. bakumbu showing up at his age was so unexpected

They could have really won too.

Beautiful sport, and what a great match for Congo";Human-Interest/Color;
"England [1] - 0 Croatia - Harry Kane 12' : r/soccer

Stop the stutter mate

It’s so triggering, like just blast it

Weird because Kane was the poster boy for ""just blasting it"". I didn't watch every pen he took at Bayern but I've never seen him do a stutter pen for Tottenham once";Analytical/Speculative Take;
"[Marcelo] “This is a red card, but because it's Messi there's nothing [no card]” : r/soccer

bro ulted on sight 

I would love to see the film

This is true I just checked with the internet";Drive-By Drop;
"Argentina [3] - 0 Algeria - Lionel Messi 76‎'‎ hat-trick : r/soccer

I’ve seen this dude score that same damn goal for over 15 years.

Same brother, same

AND WE WOULD LIKE TO SEE MORE!";Drive-By Drop;
"A Boston city worker said around 2,000 Scotland fans cleaned up after drinking all day and left the area so clean that he didn’t need any help tidying up. (Via NBC10 Boston) : r/soccer

Sportswashing by the sinister Scots. Suspicious.

It’s amazing how they've somehow convinced everybody that they were the hard done-by oppressed subjects of England, when they were absolutely rampant colonists on complete par with England.

God you guys love to cry";Drive-By Drop;(Scotland fans cleanup) stayed Drive-By Drop since the political back-and-forth is assertion vs. assertion with no cited fact, just heated snark.
"Fifa invites South Korean YouTuber targeted by racist gesture to Mexico World Cup match

Good for her, and the odds are the other Mexicans she meets will prove her right

Latin America is MUCH more racist than people think.

Strong gesture from FIFA, and fair play to them for reacting quickly this time.";Drive-By Drop;
"Telemundo TV commentator: “We are one of the only networks in the world to not show ads during the World Cup cooling breaks…”

Telemundo has been fantastic so far
It’s great. No commercials in the water breaks, no Lalas, GOOOOOOOOOOAL calls, etc.
I’m not giving fox a dime, peacock is free for me so vamanos!";Drive-By Drop;
"Portugal [1] - 0 D.R. Congo - João Neves scores early header in 5th minute

Does Joao Neves only score headers?
That midfield is just OP
My short king";Drive-By Drop;
"Spain 0-0 Cabo Verde is the first goalless draw of FIFA World Cup 2026

cabo verde win 0-0!!
That block on Oyarzabal >>>
Their keeper is the MOTM";Drive-By Drop;
"Panama fans have taken over the streets of Toronto as they march to Toronto stadium to take on Ghana

The scene is different at the world cup for every country
The headline sounds like it's about to be a fight between two gangs.
They can see the Welland Canal if they miss home";Human-Interest/Color;
"Ivan Perišić has assisted a goal on four World Cup editions, with only Lionel Messi also providing an assist on as many World Cup tournaments on record (since 1966)

Fucking class too Croatia are always underrated in these tournaments
Death, taxes and Perisic delivering at World Cup
Some dudes just turned it up a level for their national team, Perisic is one of those";Drive-By Drop;
"Historic World Cup ticket prices adjusted for inflation

Considering the cheapest tickets for the NBA finals were 3k, we should have known that the Americans have a far higher tolerance for getting fleeced.
Every sporting event in demand or concert has crazy prices. Taylor Swift, Beyonce to NFL and NBA. Cheap price era was 10 years ago. Price has been absurd for a while now.
FIFA will earn $3 billion with current ticket sales. In Germany 2006 they made $300 million in ticket sales. So the motivation is obvious.";Analytical/Speculative Take;
"O'Reilly chance against Croatia 50'

If he was in a city shirt that goes in
Rice should have a hattrick of assists he's been putting them on a plate
This feels like the semi-final that England end up losing on penalties. Absolutely smashing them.";Analytical/Speculative Take;
"Boxpark after England’s first goal of the World Cup

I can't stop laughing at that bloke in the middle struggling to get his mate up
Boxpark is so overrated. People know they're being recorded, so they just perform for the cameras
If you go to boxpark you know what you're signing up for, full splash zone and pints flying everywhere";Human-Interest/Color;
"Cristiano Ronaldo chance against Congo 69'

Bruno in tears

Body language doesn't lie

he hates him lmfao

Seriously. Ronaldo is pulling this team back. If they want to have a chance they need to drop ronaldo for the rest of the tournament";Analytical/Speculative Take;
"South Korean defender Shin Min-ha has gone viral again for his absolutely brutal training routine designed to improve his physical duels

Tearing my MCL on the first hit in front of my crush

This looks fun. I can see doing one and the machine throwing me to the floor but laughing my ass off in the process

I can just see how exhausted I’d be after two of these, sleds are no joke";Human-Interest/Color;
"Most penalty goals at the World Cup since 1966

Harry Pen

Penny Kane

Yer a penalty merchant, 'arry.";Drive-By Drop;
"Australia [1] - 0 Turkiye - Nystrom Irankunda 27'

did the Tim Cahill celebration as well, legend.
""Get fucked. Get absolutely fucked.""
“He coward punches the flag”";Drive-By Drop;
"Kansas City honors Lionel Messi after World Cup hat trick

Adidas just got their marketing picture for the rest of eternity
What a photo
His career is a fucking movie. He is the main character.";Drive-By Drop;
"Thierry Henry in his post-match analysis about Ronaldo after Portugal's game vs DR Congo: ""The team needs to score, not you need to score""

Ronaldo WC 2030. Here we go!
If he can walk, he'll be there. It'll be a home tournament.
I want to see Ronaldo's mobility scooter era";Drive-By Drop;
"[OC] A 156,000-person island made the World Cup. A nation of 1.4 billion never has. Notable teams, sized by population.

Fun Fact. India qualified for the 1950 WC but didn't take part due to travel costs.

That's a popular urban myth. The real reason is a mix of logistical challenges, financial constraints, and their prioritizing the Olympics which were considered the pinnacle of international football prestige. The main concerns included the tournament being in Brazil requiring a long distance journey and the financial challenge of sending a young federation to South America in the aftermath of the World War II and new Independence. Also, India played 70-minute matches domestically back then as opposed to the global default of 90-minute matches.

It's a mix up because they played a tournament a year or two before barefoot. But people involved clarified they didn't miss the WC because of that.";Analytical/Speculative Take;"(population vs. World Cup qualification) is Analytical rather than High-Effort because the post itself is just a chart concept; the historical depth (India's 1950 withdrawal, the actual reasons vs. the ""barefoot"" myth) comes entirely from the comments."
"Dani Ceballos to leave Real Madrid as free agent. Decision made. Ceballos, ready for new chapter as he’s not part of José Mourinho’s plans. Real Betis one of the clubs keen after Ajax tried in May. It’s over between Real and Ceballos.

End of an error. He was highly promising when we signed him from Betis in 2017 but he never kicked on, sad for him.

Feel like he’s been at Madrid since Xbox 360";Drive-By Drop;
"Sam Kerr set to join Gotham FC after leaving Chelsea

Her brother Joe is already a coach there

Can she do it on a cold night against mr freeze";Drive-By Drop;
"Jude Bellingham set to start for England in coveted No 10 role in World Cup opener versus Croatia. Declan Rice and Elliott Anderson in line to flank Bellingham in midfield.
ENGLAND ARE STARTING THEIR BEST PLAYERS IN THEIR HARDEST GROUP STAGE MATCH. FUUUCKKK!!!

HERE. WE. GO.

I know right?

The fact we are having all these odd conversations about him is because the media tried to whip up the idea he was too shitty a personality to be in the England camp. And a decent subsection of melts bought it. I remember some people seriously saying they dont think he should be in the squad. If none of that happens, then we dont have all these odd conversations about his inclusion. Hes a world class talent.";Analytical/Speculative Take;
"Just Fontaine and the Remarkable Story Behind Football’s Greatest World Cup Record Just Fontaine

That's a great write up OP, you know your stuff. Also, Raymond Kopa is arguably the 3rd Greatest French player of 1900s after Zidane and Platini. He won a Ballon d'Or and also played for Real for 3 seasons.

thats what i love about the world cup and cant be compared to other tournaments, it feels like every match is history. you're literally competing against legends from every era in the goalscorers table.

Great write up. Also this part was amazing to read: ""Then, France won a penalty. Raymond Kopa offered the penalty to Fontaine. Fontaine declined."" Fontaine said no thank you, and broke the record anyways! What a player!";High-Effort Write-up;"(Just Fontaine) is the cleanest High-Effort Write-up in this batch — a genuine researched narrative, explicitly praised by commenters as ""a great write up."""
"Replay and clear angle showing how Livakovic moves off the goal line for Kane's first penalty [England - Croatia 2026 World Cup]

There was so much confusion, wether it was the goalkeeper or the defender inside the box. In the end, the official decision was the goalkeeper. But showing this replay 10 minutes later is shit

They can't really give it against both, they have to make a final call and they will call the first offence when there are two offences on the same play.

The stutter step penalty should be banned imo, that's the reason why the keeper was barely off the line";Analytical/Speculative Take;
"Harry Kane have a golden patch on the right sleeve of his shirt to mark his 2018 World Cup Golden Boot

I saw Ronaldo had some special patch on too. Are they dishing out unique kits for certain players?

Players that have played in five or more World Cups have one.

How many players is that? Ronaldo, Neuer, Modric, Messi, Ochoa, Muslera?";Analytical/Speculative Take;
"Harry Kane scores his 80th international goal, moving him into the all time top 10 outright. He was previously joint 10th on 79 goals with Neymar and Zambian striker Godfrey Chitalu

Puskas wow
There's a reason he has a goal award named after him. Absolute legend.
So good he played for 2 countries";Drive-By Drop;
"Argentina fans 'shot at' on way to World Cup game as gunmen open fire on Uber

I see they're getting the full American cultural experience.
Only if they were eating a chicken-fried donut and being denied healthcare at the same time
That's more American than ranch.";Drive-By Drop;
"FIFA displays the moroccan flag instead of the DRC flag at the beginning of the match

Odd, I went back and checked that exact second and at least on my local broadcast it was always correct
It honestly is a massive mistake how does a billion dollar company mess this up
That ticker is a graphical element inserted by the broadcaster. It's not a mistake by FIFA but by whatever network you're watching from";Analytical/Speculative Take;
"Ref gave Portugal a corner because DR Congo took too long to take their goal kick

Then Portugal took 4 times as long to take the corner lol
Between that and the reviews for corner kicks but not goal kicks such weird applications of well intentioned rules
It does. Players have to cross the field, it will take longer than usual. But the thing is the team wasting time will lose ball possession and have the ball in their area.";Analytical/Speculative Take;
"Harry Kane is now tied with Gary Lineker as England's all-time leading World Cup scorer with 10 goals in 12 games

Harry, you know what to do know. That's right, shit your pants during a game.
Lineker shit his pants in a game?
2018 was the egregious one. 1 KO goal and it was a PK. Did fuck all against other teams.";Analytical/Speculative Take;
"Luka Vušković tracking Harry Kane all the way back to his 16 yard box

Man marking meta creating such weird situations...
How is that not a shot attempt
Uncharacteristically poor touch there, but also probably got a bit lucky getting that whistle for the foul there.";Analytical/Speculative Take;
"All the patches on Messi’s shirt and their meanings

bro aint even got the prestige 15 badge
It’s so they can cut the shirts up and put them in those crazy expensive Topps Cards packs
Guy has more patches put on him than a day 0 Bethesda release";Analytical/Speculative Take;
"Luka Modrić will have a special Golden Ball patch on his kit with Croatia for being awarded as the best player of the tournament in the 2018 World Cup.

Assuming this is just another load of money making bollocks to use in those Topps card things?
Fanatics won the FIFA collectibles contract off of Panini. Doesn’t start till after the 2030 World Cup so they are stocking up now on patches, uniforms and other assorted paraphernalia to turn into cards down the road.
It gives stars on emblem vibes and feel a bit like you are running into a boss, not just an average player. But of course if everyone who earned awards has them, not just random people.";Analytical/Speculative Take;
"Congo are appearing in just their second World Cup and first since 1974 (after 52 years). It's the first time they've scored in this tournament with their draw vs. Portugal.

Gonna be a problem for the other teams as well. It is one of the best teams from Africa after all, and they know their style

Cape Verde and DRC making us all proud unlike em bums Tunisia and Algeria

Really proud of Congo. The country is going through such a horrible time. The people deserve some happiness.";Human-Interest/Color;
"Uzbekistan chance against Colombia 90 +10'

Wouldve been the goal of the tournament

Fucking hell what a hit

We just got robbed of the goal of the tournament.";Drive-By Drop;
"[FotMob] Luis Díaz is the second Colombian since 1962 (James Rodriguez, 2014) to score at least one goal and provide one assist in a World Cup game

Lucho bringing his Bayern magic.

Man he was good.";Drive-By Drop;
"Alternate angle of Cucho Hernández assist for Jaminton Campaz goal against Uzbekistan

That hustle is amazing and a what a fucking cross
He didn’t complain or look for a foul, just fought through contact and still delivered a perfect assist.
Gets to the ball first, gets tackled, gets up, wins it again, gets shirt-pulled, still beats his man and delivers an inch-perfect cross.";Drive-By Drop;
"Uzbekistan chance against Colombia 90 +10'
Wouldve been the goal of the tournament
As a Colombian, I wish that fucking missile had gone in
Fucking hell what a hit";Drive-By Drop;
"World Cup 2026 - Fouls per team after 1st round of matches

Just 1 foul from Cape Verde is insane
For the game they played, Cape Verde only having one foul is incredible
Cape Verde put on a defensive masterclass";Drive-By Drop;
"Uzbekistan [1]-1 Colombia - Abbosbek Fayzullaev 60'

The stadium went a bit quiet
Dodgy goalkeeping IMO
That’s some crazy stuff lmao";Drive-By Drop;
"Canada captain Alphonso Davies, Moise Bombito will be available to play vs. Qatar on Thursday

I'm starting to sense they might be getting 7 points and topping the group now.
They have to beat switzerland to get 7 points and that will be very difficult.
Thought Bombito was sent home and wasn’t healthy?";Analytical/Speculative Take;
"Mozgovoy chance against Colombia 90'

Brutal Miss
footy highlights from a recording of some dude in his basement is the fucking best";Drive-By Drop;
"Fifa plays down reports that ticketless fans breached security at England World Cup game

THEYRE COMING THROUGH THE VENTS
never forget copa final in Miami lol
Hehe sneaky fucks";Drive-By Drop;
"Cape Verde players reactions after securing their first ever World Cup point against Spain

Defensive masterclass from them
Now that's a draw feels like a win
Imagine they scored the header at the end";Human-Interest/Color;"Human-Interest on the strength of explicit empathy/pride reactions rather than tactical argument, even though both threads contain a stray ""defensive masterclass""-type remark."
Soccer Taiwan criticises China's ' Irrelevant ' World Cup viewing offer;Drive-By Drop;
"FIFA holds Atlanta event on tackling hate speech in football

Hehe - ""tackle""
King Von says stop gang violence";Drive-By Drop;
"Boston police officer showing off his skill

Needs to go down the slide
I just saw it and it might be the best video ever
You can’t just say that and not drop a link…";Drive-By Drop;
"South Korea coach calls drone sighting ' Unfortunate ' ahead of Mexico clash

I swear, spying on a training session will have almost no benefit. After seeing multiple matches, idk how a training session would offer anything new.
These days tactics are so coached it’s huge that’s why people are doing it. Arteta recently said that when he was a player they had less time spent on memorized routines in his career than they do in weeks now.
Mexico is just reminiscing over 2018. That's all it is.";Analytical/Speculative Take;
"Mo Touré’s parents on the struggles that paved way for a Socceroos career : ‘ It was life or death ’

This is what you don’t see behind players like this. Respect to them and the journey.
That’s what football is about, stories like this hit different.";Human-Interest/Color;
"England’s unused players to get training game against MLS side Sporting KC

This is pretty smart, I don't know why other coaches don't do this.
I’m sure I’ve seen other teams do this
Injury risk";Analytical/Speculative Take;
"Christian Pulisic remains limited with calf injury, leaving doubt for Australia availability on Friday. For the third straight day, he worked on his own at training nursing a calf injury. Wearing a compression sleeve, he was seen with a ball for the first time this week

He’s gonna start against Australia as Tyler Adams said relax
Calves are extremely nagging for athletes though. There's definitely reason to be concerned
He will definitely start. If he wont this news will not be released until match day. It is more of reverse tactics.";Analytical/Speculative Take;
"Khusanov takes out the cameraman

And Luis Diaz
I like to think he got the yellow because of the camera man
Khusanov took r/killthecameraman too literally";Drive-By Drop;
"Khusanov takes out Luis Diaz and the cameraman and receives a yellow card

Hope the camera man is ok, being run into at that speed without bracing would really hurt
Cameraman may never die, but he can get hurt real bad.
Obvious dive from the camera man. Send him off!";Human-Interest/Color;"Human-Interest on the strength of explicit empathy/pride reactions rather than tactical argument, even though both threads contain a stray ""defensive masterclass""-type remark."
"Heavy boos in Ghana vs Panama game for hydration breaks

“It was like 20 degrees out today not hot at all smh”
“NEW IDEA! RAIN BREAKS!”
“English Football looking at this with dollar signs in their eyes. Hope you all enjoy the Hot Cocoa and Mittens break during the next cold, rainy night in Stoke.”";Drive-By Drop;
"Giovanni Reyna’s goal against Paraguay (alternate angles)

“They gave this man way too much time to figure out what he wanted to do, really weird defense”
“Reyna saves his energy for the US team. Club team just for training”
“That was so nasty for no reason”";Analytical/Speculative Take;
